Name,Score,Aired,Status,Studios,Source,Rank,Popularity,Favorites,Scored By,Members,Main Genre,Sub Genre,Year Released
Ansatsu Kyoushitsu,8.09,"Jan 10, 2015 to Jun 20, 2015",Finished Airing,Lerche,Manga,468.0,34,28752,1132903.0,1914784,Action,Comedy,2015.0
Kidou Senshi Gundam-san,6.17,"Jul 6, 2014 to Sep 28, 2014",Finished Airing,Sunrise,4-koma manga,8032.0,6793,0,3545.0,7542,Comedy,No Sub-Genre,2014.0
X Maiden: Izakaya Tamaki,0.0,"Mar 10, 2014 to Jun 13, 2014",Finished Airing,YOW MISSING MAS BRO,Unknown,13473.0,16087,1,0.0,385,Comedy,No Sub-Genre,2014.0
Nyanfuru,0.0,"Feb 22, 2014 to Sep 29, 2016",Finished Airing,MMDGP,Original,18605.0,14513,1,0.0,560,Comedy,No Sub-Genre,2014.0
Ichigeki Sacchuu!! Hoihoi-san: Legacy,4.77,"Aug 11, 2012",Finished Airing,Bridge,Manga,12239.0,11814,0,478.0,1316,Comedy,Sci-Fi,
Girlfriend (Kari),5.92,"Oct 13, 2014 to Dec 29, 2014",Finished Airing,SILVER LINK.,Game,9212.0,3178,61,12890.0,42420,Slice of Life,No Sub-Genre,2014.0
Akagaki Genzou: Tokuri no Wakare,0.0,1924,Finished Airing,YOW MISSING MAS BRO,Original,14496.0,17106,0,0.0,310,Comedy,No Sub-Genre,
Amigo Tomodachi,0.0,2000,Finished Airing,YOW MISSING MAS BRO,Unknown,14535.0,17948,0,0.0,252,Slice of Life,No Sub-Genre,
Aoi Umi to Shounen,5.34,Jul 1983,Finished Airing,YOW MISSING MAS BRO,Unknown,11242.0,14737,0,159.0,524,Slice of Life,No Sub-Genre,1983.0
Juuou Mujin no Fafnir,6.18,"Jan 9, 2015 to Mar 27, 2015",Finished Airing,Diomedéa,Light novel,7981.0,1405,161,72385.0,153448,Fantasy,Romance,2015.0
Hare Tokidoki Buta,5.96,"Aug 23, 1988",Finished Airing,YOW MISSING MAS BRO,Picture book,9023.0,14725,1,163.0,527,Comedy,No Sub-Genre,
Chiisai Sensuikan ni Koi wo Shita Dekasugiru Kujira no Hanashi,5.85,"Aug 14, 2004",Finished Airing,Shin-Ei Animation,Novel,9472.0,15366,0,134.0,450,Fantasy,No Sub-Genre,
Sidonia no Kishi: Daikyuu Wakusei Seneki,7.72,"Apr 11, 2015 to Jun 27, 2015",Finished Airing,Polygon Pictures,Manga,1092.0,1742,350,62375.0,116182,Action,Sci-Fi,2015.0
Kaitou Joker,6.93,"Oct 6, 2014 to Jan 5, 2015",Finished Airing,Shin-Ei Animation,Manga,4266.0,5260,116,5286.0,14017,Adventure,Comedy,2014.0
Bokura wa Minna Kawai-sou: Hajimete no,7.64,"Jan 30, 2015",Finished Airing,Brain's Base,Manga,1269.0,2942,41,26639.0,48746,Slice of Life,No Sub-Genre,
Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,7.4,"Jan 31, 2015",Finished Airing,SANZIGEN,Manga,2076.0,4074,45,11445.0,26025,Action,Sci-Fi,
Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,7.83,"Oct 3, 2015",Finished Airing,SANZIGEN,Manga,853.0,3770,122,12427.0,30576,Action,Sci-Fi,
Chibikko Kamu no Bouken,0.0,"Sep 15, 1976",Finished Airing,YOW MISSING MAS BRO,Unknown,15216.0,17693,0,0.0,268,Adventure,No Sub-Genre,
Chuuchuu Banban,0.0,"Mar 17, 1970",Finished Airing,Toei Animation,Unknown,15328.0,17165,0,0.0,306,Adventure,No Sub-Genre,
Recorder to Randoseru Mi☆ Special,6.34,"Oct 2, 2013",Finished Airing,Seven,4-koma manga,7162.0,7122,1,3538.0,6660,Comedy,Slice of Life,
Sumiko (TV),0.0,"Jul 4, 2014 to Aug 22, 2014",Finished Airing,YOW MISSING MAS BRO,Original,20094.0,16381,1,0.0,362,Comedy,Slice of Life,2014.0
Bokura wa Minna Kawai-sou Specials,7.13,"Jul 2, 2014 to Jan 30, 2015",Finished Airing,Brain's Base,Manga,3385.0,4875,22,5175.0,17163,Comedy,No Sub-Genre,2014.0
Ghibli ga Ippai Special Short Short,5.67,"Nov 16, 2005",Finished Airing,Studio Ghibli,Other,10168.0,10151,1,636.0,2359,Slice of Life,No Sub-Genre,
Kana Kana Kazoku,0.0,"Jul 26, 2014 to ?",Currently Airing,DLE,Original,17157.0,15878,1,0.0,402,Comedy,No Sub-Genre,2014.0
Yowamushi Chinsengumi,0.0,"Nov 20, 1935",Finished Airing,YOW MISSING MAS BRO,Original,14116.0,15872,0,0.0,402,Comedy,No Sub-Genre,
Agukaru: Play with Ibaraki-hen,5.39,"Jun 6, 2014 to Mar 21, 2015",Finished Airing,YOW MISSING MAS BRO,Original,11101.0,14248,1,149.0,604,Slice of Life,Supernatural,2014.0
No Game No Life Specials,6.76,"Jun 25, 2014 to Nov 26, 2014",Finished Airing,Madhouse,Light novel,5028.0,1240,218,88850.0,178939,Comedy,Fantasy,2014.0
Love Live! The School Idol Movie,7.92,"Jun 13, 2015",Finished Airing,Sunrise,Original,695.0,1631,1199,72116.0,126997,Award Winning,Slice of Life,
Fate/kaleid liner Prisma☆Illya 2wei! Specials,6.81,"Sep 26, 2014 to Jan 30, 2015",Finished Airing,SILVER LINK.,Manga,4795.0,3175,22,20050.0,42573,Comedy,Fantasy,2014.0
Akatsuki no Yona,8.03,"Oct 7, 2014 to Mar 24, 2015",Finished Airing,Pierrot,Manga,544.0,200,15560,398642.0,815285,Action,Adventure,2014.0
Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,7.71,"Mar 14, 2015",Finished Airing,Kyoto Animation,Light novel,1119.0,1363,244,72454.0,159427,Action,Fantasy,
"Little Polar Bear: Shirokuma-kun, Doko e?",5.93,"Apr 28, 1990",Finished Airing,"Production I.G, animate Film",Unknown,9157.0,14568,1,123.0,553,Adventure,Fantasy,
"Little Polar Bear: Shirokuma-kun, Fune ni Noru",5.85,"Dec 1, 1991",Finished Airing,"Production I.G, animate Film",Unknown,9492.0,13787,0,200.0,703,Adventure,Fantasy,
Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki,5.98,"Mar 20, 1984",Finished Airing,YOW MISSING MAS BRO,Manga,8941.0,13732,0,214.0,716,Romance,Slice of Life,
Sensou ga Owatta Natsu ni 1945 Karafuto,0.0,"Dec 8, 1990",Finished Airing,YOW MISSING MAS BRO,Unknown,19466.0,17474,0,0.0,281,Drama,No Sub-Genre,
Mijikamon,6.78,"Jul 3, 2014 to Sep 28, 2014",Finished Airing,Kinema Citrus,Manga,4942.0,3698,17,15077.0,31736,Comedy,No Sub-Genre,2014.0
Sushi Ninja,4.76,"Jul 3, 2014 to Nov 28, 2014",Finished Airing,YOW MISSING MAS BRO,Original,12254.0,13570,1,276.0,756,Action,Comedy,2014.0
Miracle Giants Doumu-kun Special,0.0,1991,Finished Airing,YOW MISSING MAS BRO,Unknown,18163.0,17997,0,0.0,249,Sports,No Sub-Genre,
Mister Ajikko Special,6.04,"Feb 9, 1989",Finished Airing,Sunrise,Manga,8643.0,15155,1,112.0,473,Comedy,Gourmet,
Kaba Enchou no Doubutsuen Nikki,0.0,"Aug 23, 1981",Finished Airing,Toei Animation,Unknown,17009.0,17644,0,0.0,271,Comedy,Drama,
"Nikoniko, Pun",0.0,1988,Finished Airing,YOW MISSING MAS BRO,Unknown,18516.0,18041,2,0.0,247,Comedy,Fantasy,
Kizu darake no Tenshi-tachi,0.0,"Jan 22, 1990",Finished Airing,YOW MISSING MAS BRO,Unknown,17343.0,14642,0,0.0,540,Comedy,Ecchi,
Anime Roukyoku Kikou Shimizu no Jirochouden,0.0,Apr 2000 to Nov 2000,Finished Airing,YOW MISSING MAS BRO,Unknown,14562.0,16428,0,0.0,359,Comedy,Drama,2000.0
Shin Dousei Jidai: Hawaiian Breeze,6.16,"Jul 3, 1992",Finished Airing,Animaruya,Unknown,8068.0,12397,0,352.0,1075,Drama,Romance,
Tom Sawyer no Bouken Specials,6.18,Feb 2001,Finished Airing,Nippon Animation,Unknown,7997.0,13743,2,202.0,716,Adventure,Drama,2001.0
Minami no Niji no Lucy Specials,0.0,Mar 2001,Finished Airing,Nippon Animation,Unknown,18135.0,15927,0,0.0,398,Adventure,Drama,2001.0
Makiba no Shoujo Katri Specials,0.0,"Apr 14, 2001 to Apr 15, 2001",Finished Airing,Nippon Animation,Novel,17848.0,15747,0,0.0,415,Adventure,Drama,2001.0
Shoukoushi Cedie Specials,0.0,May 2001,Finished Airing,Nippon Animation,Novel,19789.0,16013,0,0.0,390,Drama,Slice of Life,2001.0
Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,5.95,"Sep 25, 2014",Finished Airing,Studio Deen,Game,9076.0,10182,0,450.0,2338,Mystery,No Sub-Genre,
Trapp Ikka Monogatari Specials,6.23,Jun 2001,Finished Airing,Nippon Animation,Unknown,7708.0,14632,0,109.0,542,Drama,Romance,2001.0
Daisougen no Chiisana Tenshi: Bush Baby Specials,0.0,Jun 2001,Finished Airing,Nippon Animation,Unknown,15461.0,15789,0,0.0,409,Adventure,Drama,2001.0
Nanatsu no Umi no Tico Specials,6.18,Jun 2001,Finished Airing,Nippon Animation,Original,7987.0,14338,1,116.0,590,Adventure,Slice of Life,2001.0
Meiken Lassie Specials,0.0,Jul 2001,Finished Airing,Nippon Animation,Novel,17982.0,16495,0,0.0,353,Adventure,Slice of Life,2001.0
Ie Naki Ko Remy Specials (2001),6.45,"Jul 14, 2001 to Jul 15, 2001",Finished Airing,Nippon Animation,Novel,6613.0,12643,0,264.0,999,Adventure,Drama,2001.0
Araiguma Rascal Specials,0.0,"Dec 10, 2000 to Dec 17, 2000",Finished Airing,Nippon Animation,Unknown,14605.0,15152,0,0.0,472,Drama,Slice of Life,2000.0
Hana Ichi Monme (OVA),0.0,1990,Finished Airing,YOW MISSING MAS BRO,Unknown,16301.0,19249,0,0.0,177,Adventure,No Sub-Genre,
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",6.69,"Oct 7, 2015 to Dec 23, 2015",Finished Airing,SILVER LINK.,Light novel,5392.0,831,438,129658.0,269888,Comedy,Romance,2015.0
Sumiko,0.0,2008,Finished Airing,YOW MISSING MAS BRO,Original,20090.0,18093,0,0.0,244,Comedy,Slice of Life,
Inuyama Kamiko no Kireigoto ja Owaranai!,0.0,"Jun 30, 2014 to Sep 30, 2014",Finished Airing,YOW MISSING MAS BRO,Unknown,16747.0,17361,0,0.0,289,Slice of Life,No Sub-Genre,2014.0
Ryuugajou Nanana no Maizoukin: Nanana Nippon Mukashibanashi,6.52,"Jun 25, 2014 to Nov 26, 2014",Finished Airing,A-1 Pictures,Light novel,6245.0,6050,3,2215.0,9977,Comedy,No Sub-Genre,2014.0
Oh! My Konbu,0.0,"May 4, 1991 to Sep 28, 1991",Finished Airing,YOW MISSING MAS BRO,Unknown,18630.0,15677,0,0.0,424,Comedy,Gourmet,1991.0
Trinity Seven,7.06,"Oct 8, 2014 to Dec 24, 2014",Finished Airing,Seven Arcs Pictures,Manga,3713.0,204,3768,446740.0,810893,Action,Comedy,2014.0
Inou-Battle wa Nichijou-kei no Naka de,7.06,"Oct 7, 2014 to Dec 23, 2014",Finished Airing,Trigger,Light novel,3739.0,517,899,192219.0,409649,Comedy,Supernatural,2014.0
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,7.86,"Aug 30, 2014",Finished Airing,Toei Animation,Manga,800.0,2108,102,52705.0,87830,Adventure,Fantasy,
Tamayura: More Aggressive Picture Drama,6.11,"Oct 30, 2013",Finished Airing,TYO Animations,Original,8293.0,10818,1,377.0,1910,Comedy,Drama,
Gangsta.,7.41,"Jul 2, 2015 to Sep 24, 2015",Finished Airing,Manglobe,Manga,2032.0,360,3622,270478.0,556697,Action,Drama,2015.0
Donguri Mori e,0.0,1999,Finished Airing,Toei Animation,Unknown,15643.0,18828,0,0.0,201,Fantasy,No Sub-Genre,
AkaKill! Gekijou,6.51,"Jul 8, 2014 to Dec 14, 2014",Finished Airing,C-Station,Manga,6292.0,2823,53,27761.0,52912,Comedy,No Sub-Genre,2014.0
Nekketsu Jinmen Inu: Life Is Movie,0.0,"Jul 11, 2014 to Sep 26, 2014",Finished Airing,YOW MISSING MAS BRO,Unknown,18448.0,13501,4,0.0,773,Comedy,Mystery,2014.0
Persona 4 the Animation: Mr. Experiment Shorts,5.85,"Apr 1, 2013",Finished Airing,AIC ASTA,Game,9499.0,7268,6,1291.0,6337,Comedy,No Sub-Genre,
Megumi to Taiyou: Kajuu Gummi Tweet Love Story,4.97,"May 17, 2011 to Nov 8, 2011",Finished Airing,Madhouse,Original,11988.0,11086,1,538.0,1720,Romance,Slice of Life,2011.0
Megumi to Taiyou II: Kajuu Gummi Tweet Mystery - Kieta Sapphire Roman no Nazo,4.84,"Feb 24, 2012 to Mar 15, 2012",Finished Airing,"Madhouse, MAPPA",Original,12152.0,11928,0,401.0,1260,Mystery,No Sub-Genre,2012.0
Shinano Mainichi Shinbun,5.43,Sep 2007,Finished Airing,CoMix Wave Films,Original,11011.0,9072,2,1676.0,3437,Slice of Life,No Sub-Genre,2007.0
Kuusen Madoushi Kouhosei no Kyoukan,6.32,"Jul 9, 2015 to Sep 24, 2015",Finished Airing,Diomedéa,Light novel,7286.0,898,333,123804.0,249764,Action,Drama,2015.0
Seireitsukai no Blade Dance Specials,6.61,"Oct 8, 2014 to Mar 4, 2015",Finished Airing,TNK,Light novel,5773.0,3428,22,17024.0,37075,Action,Comedy,2014.0
Dosukoi! Wanpaku Dohyou,0.0,"May 21, 1994",Finished Airing,YOW MISSING MAS BRO,Unknown,15665.0,17764,1,0.0,264,Drama,Sports,
Maya no Isshou,0.0,"Aug 20, 1996",Finished Airing,YOW MISSING MAS BRO,Unknown,17946.0,16802,0,0.0,332,Drama,Slice of Life,
Haikyuu!! Lev Genzan!,7.71,"Mar 4, 2015",Finished Airing,Production I.G,Manga,1113.0,1622,191,70041.0,128090,Sports,No Sub-Genre,
Isewan Taifuu Monogatari,0.0,"Nov 4, 1989",Finished Airing,YOW MISSING MAS BRO,Unknown,16748.0,15565,0,0.0,433,Drama,No Sub-Genre,
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,8.12,"Apr 3, 2015",Finished Airing,Sunrise,Manga,435.0,3312,71,17679.0,39562,Action,Comedy,
Diamond no Ace OVA,7.59,"Nov 17, 2014 to Mar 17, 2015",Finished Airing,"Production I.G, Madhouse",Manga,1396.0,4935,30,7745.0,16667,Sports,No Sub-Genre,2014.0
Rance 01: Hikari wo Motomete The Animation,7.57,"Dec 26, 2014 to Jun 24, 2016",Finished Airing,Seven,Visual novel,YOW MISSING MAS BRO,3444,447,16774.0,36897,Fantasy,Hentai,2014.0
Gensei Shugoshin P-hyoro Ikka,5.16,"Sep 1, 1988",Finished Airing,YOW MISSING MAS BRO,Manga,11701.0,13455,1,295.0,785,Adventure,Fantasy,
Pokemon XY: Koukoku no Princess Diancie,6.23,"Jul 17, 2014",Finished Airing,OLM,Game,7733.0,7069,0,3074.0,6770,Comedy,Fantasy,
Moon Pride,6.84,"Jul 19, 2014",Finished Airing,Toei Animation,Manga,YOW MISSING MAS BRO,7688,10,2974.0,5503,Romance,Supernatural,
TOTO Green Challenge,4.82,"Oct 20, 2011",Finished Airing,Liberty Animation Studio,Unknown,12168.0,15482,0,205.0,440,Slice of Life,No Sub-Genre,
Doraemon Movie 35: Nobita no Space Heroes,7.02,"Mar 7, 2015",Finished Airing,Shin-Ei Animation,Unknown,3899.0,8071,1,2881.0,4921,Comedy,No Sub-Genre,
"Dragon Ball Z Movie 15: Fukkatsu no ""F""",7.04,"Apr 18, 2015",Finished Airing,Toei Animation,Manga,3794.0,1290,129,116360.0,171198,Action,Adventure,
Master of Torque 2,4.76,"Mar 27, 2015",Finished Airing,Shimogumi,Original,12248.0,12939,0,369.0,909,Action,Sci-Fi,
Absolute Duo,6.43,"Jan 4, 2015 to Mar 22, 2015",Finished Airing,8bit,Light novel,6726.0,377,1481,305709.0,537788,Action,Fantasy,2015.0
Isuca,5.98,"Jan 24, 2015 to Mar 28, 2015",Finished Airing,Arms,Manga,8954.0,1472,97,66199.0,144370,Action,Comedy,2015.0
Chain Chronicle: Short Animation,5.92,"Sep 6, 2014 to Dec 18, 2014",Finished Airing,Jumonji,Game,9211.0,5915,7,2973.0,10547,Action,Adventure,2014.0
Brothers Conflict OVA,6.51,"Dec 19, 2014 to Feb 11, 2015",Finished Airing,Brain's Base,Novel,6299.0,3978,21,13227.0,27245,Romance,No Sub-Genre,2014.0
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe - Shojo Kuriya,5.58,"Oct 10, 2014",Finished Airing,Seven,4-koma manga,10510.0,8787,1,1674.0,3792,Comedy,Slice of Life,
Shin Strange+ Special,5.67,"Oct 19, 2014",Finished Airing,Seven,Manga,10195.0,10686,0,444.0,1989,Comedy,Slice of Life,
Avengers Confidential: Black Widow to Punisher,6.27,"Mar 11, 2014",Finished Airing,Madhouse,Other,7525.0,7492,7,2813.0,5863,Action,Sci-Fi,
Megumi to Taiyou III: Kajuu Gummi Tweet Fantasy - Timeline World,4.82,"Jun 3, 2012 to Jun 9, 2012",Finished Airing,"Madhouse, MAPPA",Original,12161.0,12176,0,390.0,1162,Fantasy,No Sub-Genre,2012.0
Fuusen Inu Tinny,0.0,"Sep 26, 2014 to Mar 27, 2015",Finished Airing,Steve N' Steven,Picture book,15962.0,15571,0,0.0,432,Adventure,No Sub-Genre,2014.0
Magic Kaito 1412,7.86,"Oct 4, 2014 to Mar 28, 2015",Finished Airing,A-1 Pictures,Manga,798.0,1706,1057,55460.0,119652,Adventure,Comedy,2014.0
Yuuki Yuuna wa Yuusha de Aru,7.38,"Oct 17, 2014 to Dec 26, 2014",Finished Airing,Studio Gokumi,Original,2173.0,1433,1310,55375.0,149573,Drama,Fantasy,2014.0
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,8.17,"Oct 14, 2017",Finished Airing,ufotable,Visual novel,386.0,490,2470,238399.0,431003,Action,Fantasy,
M3: Sono Kuroki Hagane Recap,5.96,"Jul 22, 2014",Finished Airing,"Satelight, C2C",Unknown,9031.0,10764,4,555.0,1943,Action,No Sub-Genre,
Momon's Sand Witch Bangai-hen: Tanu no Kyuujitsu,0.0,"Jun 25, 2014",Finished Airing,YOW MISSING MAS BRO,Unknown,18242.0,17412,0,0.0,285,Comedy,No Sub-Genre,
Yeongsimi,0.0,1990 to 1991,Finished Airing,YOW MISSING MAS BRO,Unknown,14019.0,18102,0,0.0,244,Comedy,Slice of Life,1990.0
Tokyo Juushouden: Fuuma Gogyou Denshou,5.14,"Aug 24, 2001 to Jan 25, 2002",Finished Airing,T.P.O,Unknown,11693.0,13335,0,239.0,808,Action,Adventure,2001.0
Vampiyan Kids Specials,0.0,"Oct 25, 2002 to Nov 25, 2002",Finished Airing,Production I.G,Original,13265.0,17336,0,0.0,291,Comedy,Fantasy,2002.0
Vampiyan Kids Promotion,0.0,1999,Finished Airing,Production I.G,Original,13270.0,17355,0,0.0,290,Comedy,Fantasy,
Pink Lady Monogatari: Eikou no Tenshi-tachi Recaps,0.0,"Jun 19, 1979 to Jun 26, 1979",Finished Airing,Toei Animation,Unknown,18898.0,17217,1,0.0,301,Drama,Slice of Life,1979.0
Mochi Mochi no Ki (OVA),0.0,"Jun 21, 1992",Finished Airing,YOW MISSING MAS BRO,Other,18207.0,18283,0,0.0,234,Drama,No Sub-Genre,
Sekai no Fushigi Tanken Series,0.0,1978,Finished Airing,YOW MISSING MAS BRO,Unknown,19444.0,18725,0,0.0,206,Adventure,Fantasy,
Rouge: Lady's Comic Video,0.0,"Feb 20, 1997 to Feb 21, 1998",Finished Airing,YOW MISSING MAS BRO,Unknown,19237.0,13995,0,0.0,654,Drama,Romance,1997.0
Futari no Tarou,0.0,1990,Finished Airing,YOW MISSING MAS BRO,Unknown,15955.0,18975,0,0.0,192,Adventure,No Sub-Genre,
Space☆Dandy Picture Drama,6.08,"Jul 25, 2014 to Aug 27, 2014",Finished Airing,Bones,Original,8490.0,7838,6,1477.0,5299,Comedy,Sci-Fi,2014.0
Sabage-bu! Specials,7.26,"Sep 24, 2014 to Feb 20, 2015",Finished Airing,Pierrot Plus,Manga,2746.0,4720,13,8374.0,18679,Action,Comedy,2014.0
Mikan Enikki Specials,6.26,"Aug 24, 1993",Finished Airing,Nippon Animation,Manga,7596.0,14859,0,157.0,509,Comedy,Slice of Life,
Kamisama Hajimemashita◎,8.21,"Jan 6, 2015 to Mar 31, 2015",Finished Airing,TMS Entertainment,Manga,336.0,554,2921,206221.0,383764,Comedy,Fantasy,2015.0
Digimon Adventure tri. 1: Saikai,7.44,"Nov 21, 2015",Finished Airing,Toei Animation,Original,1901.0,1801,250,59747.0,111613,Action,Adventure,
AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,6.27,"Jun 5, 1989 to Dec 5, 1989",Finished Airing,YOW MISSING MAS BRO,Unknown,7522.0,13040,3,160.0,883,Adventure,Fantasy,1989.0
"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",6.88,"Sep 24, 2014",Finished Airing,feel.,4-koma manga,4496.0,6030,3,5471.0,10091,Comedy,Slice of Life,
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,7.62,"Apr 4, 2015",Finished Airing,TYO Animations,Original,1342.0,5629,8,3566.0,11883,Comedy,Drama,
Cross Ange: Tenshi to Ryuu no Rondo,7.39,"Oct 5, 2014 to Mar 29, 2015",Finished Airing,Sunrise,Original,2122.0,1127,1650,81954.0,196954,Action,Sci-Fi,2014.0
Yatterman Specials,5.94,"May 5, 2008 to Nov 24, 2008",Finished Airing,Tatsunoko Production,Unknown,9125.0,13730,0,198.0,717,Adventure,Comedy,2008.0
Yowamushi Pedal: Re:Ride,7.36,"Sep 19, 2014",Finished Airing,TMS Entertainment,Manga,2241.0,5574,10,4546.0,12165,Sports,No Sub-Genre,
Shingeki no Kyojin Season 2,8.5,"Apr 1, 2017 to Jun 17, 2017",Finished Airing,Wit Studio,Manga,128.0,12,20899,1761316.0,2566796,Action,Drama,2017.0
Shingeki no Kyojin: Kuinaki Sentaku,8.41,"Dec 9, 2014 to Apr 9, 2015",Finished Airing,Wit Studio,Visual novel,169.0,418,1865,292266.0,488704,Action,No Sub-Genre,2014.0
Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,7.56,"Mar 6, 2015 to Aug 7, 2015",Finished Airing,Studio Deen,Manga,1521.0,5863,10,2563.0,10735,Drama,No Sub-Genre,2015.0
Pokemon Movie 18: Ring no Choumajin Hoopa,6.57,"Jul 18, 2015",Finished Airing,OLM,Game,5989.0,2845,15,32312.0,52286,Adventure,Fantasy,
Oretachi Ijiwaru Kei,0.0,"Dec 26, 2004 to Apr 3, 2005",Finished Airing,Karaku,Unknown,18715.0,16465,0,0.0,356,Comedy,No Sub-Genre,2004.0
Yokohama Bakkure-tai,0.0,"Dec 17, 1993 to Feb 21, 1995",Finished Airing,"Toei Animation, Knack Productions",Unknown,14073.0,15126,0,0.0,477,Action,Comedy,1993.0
Zephyr,5.84,"Oct 11, 2014",Finished Airing,Satelight,Unknown,9522.0,9937,7,287.0,2527,Drama,No Sub-Genre,
Shirobako,8.28,"Oct 9, 2014 to Mar 26, 2015",Finished Airing,P.A. Works,Original,261.0,489,6199,138671.0,431025,Award Winning,Comedy,2014.0
Bonjour♪Koiaji Pâtisserie,6.09,"Oct 10, 2014 to Mar 20, 2015",Finished Airing,"SILVER LINK., Connect",Game,8392.0,2675,91,27471.0,58483,Gourmet,Romance,2014.0
Re-Kan!,6.75,"Apr 3, 2015 to Jun 26, 2015",Finished Airing,Pierrot Plus,4-koma manga,5094.0,2651,64,24012.0,59441,Comedy,Supernatural,2015.0
Inugami-san to Nekoyama-san: Nekoyama-san to Onsen Ryokou,6.44,"Jul 18, 2014",Finished Airing,Seven,4-koma manga,6671.0,5035,5,8909.0,15756,Comedy,Girls Love,
Rolling☆Girls,6.59,"Jan 11, 2015 to Mar 29, 2015",Finished Airing,Wit Studio,Original,5894.0,2109,201,27654.0,87793,Action,Adventure,2015.0
Hello Kitty to Issho,5.77,"Feb 21, 1994 to Oct 21, 1998",Finished Airing,YOW MISSING MAS BRO,Unknown,9820.0,13730,1,241.0,716,Comedy,Slice of Life,1994.0
Toukiden Kiwami,5.42,"Aug 8, 2014",Finished Airing,Studio 4°C,Game,11017.0,12189,0,547.0,1156,Action,Fantasy,
"Wake Up, Girl Zoo!",6.1,"Oct 22, 2014 to Feb 25, 2015",Finished Airing,"Ordet, Studio Moriken",Original,8360.0,7384,6,2632.0,6088,Comedy,No Sub-Genre,2014.0
Working!!!,7.96,"Jul 5, 2015 to Sep 27, 2015",Finished Airing,A-1 Pictures,4-koma manga,636.0,931,931,124885.0,240680,Comedy,Romance,2015.0
Stitch!: Itazura Alien no Daibouken - Uchuu Ichi no Oniichan,5.64,"Aug 8, 2010",Finished Airing,Madhouse,Other,10333.0,13114,1,246.0,863,Adventure,Comedy,
Stitch to Suna no Wakusei,5.61,"Jun 16, 2012",Finished Airing,Shin-Ei Animation,Other,10425.0,13335,1,225.0,808,Adventure,Comedy,
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,6.71,"Jul 23, 2014",Finished Airing,Sunrise,Other,5292.0,5599,23,4259.0,12040,Comedy,No Sub-Genre,
Glass no Hana to Kowasu Sekai,6.66,"Jan 9, 2016",Finished Airing,A-1 Pictures,Original,5521.0,3713,84,12446.0,31483,Sci-Fi,No Sub-Genre,
Sakura Capusule,5.92,"Aug 29, 2014",Finished Airing,Lerche,Original,9187.0,11478,2,417.0,1488,Slice of Life,No Sub-Genre,
Koori no Kuni no Misuke,0.0,Jul 1970,Finished Airing,Tezuka Productions,Unknown,17434.0,15662,0,0.0,424,Adventure,No Sub-Genre,1970.0
Mahou Shoujo Lyrical Nanoha ViVid,6.73,"Apr 3, 2015 to Jun 19, 2015",Finished Airing,A-1 Pictures,Manga,5154.0,4113,45,9641.0,25523,Action,Adventure,2015.0
Peeping Life: The Perfect Explosion Specials,0.0,"Oct 18, 2012",Finished Airing,YOW MISSING MAS BRO,Unknown,18849.0,15588,0,0.0,431,Comedy,Slice of Life,
Hacka Doll,5.66,"Aug 15, 2014 to Sep 18, 2014",Finished Airing,Trigger,Other,10232.0,6313,5,2121.0,9005,Fantasy,No Sub-Genre,2014.0
Backkom Meogeujan Yeohaeng,5.45,"Mar 22, 2007",Finished Airing,RG Animation Studios,Original,10922.0,14380,0,223.0,583,Adventure,Comedy,
Backkom 2,5.68,2007,Finished Airing,RG Animation Studios,Original,10152.0,13131,1,427.0,859,Comedy,No Sub-Genre,
Backkom Sports,5.65,2009,Finished Airing,RG Animation Studios,Original,10281.0,13413,0,363.0,792,Comedy,Sports,
Clock,4.82,1999,Finished Airing,RG Animation Studios,Original,12173.0,15176,0,198.0,471,Avant Garde,No Sub-Genre,
Angel (Special),5.2,2001,Finished Airing,RG Animation Studios,Original,11581.0,14479,3,233.0,564,Avant Garde,No Sub-Genre,
I Love Picnic,5.31,2003,Finished Airing,RG Animation Studios,Original,11326.0,14522,0,273.0,558,Comedy,No Sub-Genre,
I Love Sky,5.39,2004,Finished Airing,RG Animation Studios,Original,11113.0,14485,1,308.0,563,Comedy,No Sub-Genre,
Contact 2,5.23,2006,Finished Airing,RG Animation Studios,Original,11533.0,14574,0,289.0,552,Comedy,Sci-Fi,
